ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2022-09-12T00:00:00.000000000Z,35,2,7032,976.000000000,1012.000000000,973.180000000,1004.500000000,212967,MELI
2022-09-12T00:00:00.000000000Z,35,2,5923,222.990000000,223.440000000,219.390000000,220.310000000,508761,ISRG
2022-09-12T00:00:00.000000000Z,35,2,7354,265.260000000,267.450000000,264.460000000,267.090000000,6369504,MSFT
2022-09-12T00:00:00.000000000Z,35,2,4348,105.750000000,106.520000000,105.660000000,106.480000000,14025,FTEC
2022-09-12T00:00:00.000000000Z,35,2,2109,44.020000000,44.500000000,43.930000000,44.470000000,67725,CIBR
2022-09-12T00:00:00.000000000Z,35,2,11596,292.580000000,296.100000000,290.050000000,293.500000000,455190,VRTX
2022-09-12T00:00:00.000000000Z,35,2,8993,133.450000000,134.230000000,132.140000000,132.300000000,2266981,QCOM
2022-09-12T00:00:00.000000000Z,35,2,2407,536.690000000,542.600000000,536.690000000,539.630000000,546352,COST
2022-09-12T00:00:00.000000000Z,35,2,10899,15.120000000,15.580000000,15.010000000,15.545000000,30963554,TQQQ
2022-09-12T00:00:00.000000000Z,35,2,10630,50.960000000,51.240000000,50.770000000,51.040000000,9499,TDIV
2022-09-12T00:00:00.000000000Z,35,2,6773,45.233000000,45.353000000,44.203000000,44.755000000,3911370,LRCX
2022-09-12T00:00:00.000000000Z,35,2,1532,21.650000000,21.650000000,21.100000000,21.220000000,84253,BOTZ
2022-09-12T00:00:00.000000000Z,35,2,10978,300.000000000,305.480000000,299.400000000,304.650000000,9062204,TSLA
2022-09-12T00:00:00.000000000Z,35,2,6092,47.150000000,48.000000000,47.020000000,47.480000000,22735,JEPQ
2022-09-12T00:00:00.000000000Z,35,2,9683,24.756666667,24.990000000,24.753333333,24.856666667,615771,SCHD
2022-09-12T00:00:00.000000000Z,35,2,9021,24.555000000,25.050000000,24.435000000,25.020000000,894400,QLD
2022-09-12T00:00:00.000000000Z,35,2,7886,14.497000000,14.580000000,14.199000000,14.562000000,75867130,NVDA
2022-09-12T00:00:00.000000000Z,35,2,824,503.400000000,511.050000000,499.660000000,504.800000000,353097,ASML
2022-09-12T00:00:00.000000000Z,35,2,11645,41.471666667,41.700000000,41.335000000,41.688333333,319440,VUG
2022-09-13T00:00:00.000000000Z,35,2,5631,59.200000000,59.216000000,56.032000000,56.040000000,1432375,IGV
2022-09-13T00:00:00.000000000Z,35,2,11642,41.666666667,41.666666667,39.416666667,39.885000000,727614,VUG
2022-09-13T00:00:00.000000000Z,35,2,523,84.990000000,85.350000000,76.810000000,77.010000000,15415225,AMD
2022-09-13T00:00:00.000000000Z,35,2,10626,49.960000000,50.100000000,48.750000000,48.800000000,4705,TDIV
